Filename,Relative Path,Resolution,Format,Suitable For Eval,Ground Truth Status,Ground Truth Count,Ground Truth Source,Raw Detections Count,Predicted Count,Absolute Error,Percentage Error,Aux Precision,Aux Recall,Aux F1 Score,Reliability Score,Reliability Formatted,Density Value,Density Percentage,Density Score,Crowd Level,Runtime (ms),Status,Notes
crowd_063.jpg,testing images\figures\crowd_063.jpg,1024x671,.jpg,YES,VERIFIED,321,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_158.mat),40,38,283,88.16%,1.0000,0.1184,0.2117,0.7581,Count >= 38,0.7951,79.51%,7.95,Overcrowded,21428.79,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_064.jpg,testing images\figures\crowd_064.jpg,299x450,.jpg,YES,VERIFIED,33,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_157.mat),4,4,29,87.88%,1.0000,0.1212,0.2162,0.7077,Count >= 4,0.3398,33.98%,3.40,Moderate,19245.01,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_065.jpg,testing images\figures\crowd_065.jpg,1024x625,.jpg,YES,VERIFIED,728,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_156.mat),4,4,724,99.45%,1.0000,0.0055,0.0109,0.5708,Count >= 4,0.0152,1.52%,0.15,Undercrowded,16770.20,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_066.jpg,testing images\figures\crowd_066.jpg,620x409,.jpg,YES,VERIFIED,413,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_155.mat),3,3,410,99.27%,1.0000,0.0073,0.0144,0.6229,Count >= 3,0.0295,2.95%,0.30,Undercrowded,22374.73,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_067.jpg,testing images\figures\crowd_067.jpg,624x416,.jpg,YES,VERIFIED,211,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_154.mat),11,11,200,94.79%,1.0000,0.0521,0.0991,0.6079,Count >= 11,0.1857,18.57%,1.86,Moderate,22541.78,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_068.jpg,testing images\figures\crowd_068.jpg,600x400,.jpg,YES,VERIFIED,706,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_153.mat),7,7,699,99.01%,1.0000,0.0099,0.0196,0.5122,Count >= 7,0.0299,2.99%,0.30,Undercrowded,22564.59,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_069.jpg,testing images\figures\crowd_069.jpg,800x600,.jpg,YES,VERIFIED,442,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_152.mat),29,24,418,94.57%,1.0000,0.0543,0.1030,0.6767,Count >= 24,0.4132,41.32%,4.13,Moderate,22233.04,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_070.jpg,testing images\figures\crowd_070.jpg,716x449,.jpg,YES,VERIFIED,992,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_151.mat),14,14,978,98.59%,1.0000,0.0141,0.0278,0.5475,Count >= 14,0.1292,12.92%,1.29,Undercrowded,16898.91,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_071.jpg,testing images\figures\crowd_071.jpg,970x450,.jpg,YES,VERIFIED,989,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_150.mat),15,15,974,98.48%,1.0000,0.0152,0.0299,0.6071,Count >= 15,0.0965,9.65%,0.97,Undercrowded,16730.55,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_072.jpg,testing images\figures\crowd_072.jpg,1024x768,.jpg,YES,VERIFIED,165,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_15.mat),67,64,101,61.21%,1.0000,0.3879,0.5590,0.7545,Count >= 64,0.8122,81.22%,8.12,Overcrowded,22737.71,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_073.jpg,testing images\figures\crowd_073.jpg,1024x683,.jpg,YES,VERIFIED,2072,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_149.mat),28,27,2045,98.70%,1.0000,0.0130,0.0257,0.6313,Count >= 27,0.1430,14.30%,1.43,Moderate,22223.52,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_074.jpg,testing images\figures\crowd_074.jpg,1024x680,.jpg,YES,VERIFIED,102,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_148.mat),59,58,44,43.14%,1.0000,0.5686,0.7250,0.8227,Count >= 58,0.8188,81.88%,8.19,Overcrowded,22125.11,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_075.jpg,testing images\figures\crowd_075.jpg,1024x768,.jpg,YES,VERIFIED,369,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_147.mat),100,98,271,73.44%,1.0000,0.2656,0.4197,0.7101,Count >= 98,0.6953,69.53%,6.95,Overcrowded,22658.87,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_076.jpg,testing images\figures\crowd_076.jpg,1024x680,.jpg,YES,VERIFIED,284,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_146.mat),25,24,260,91.55%,1.0000,0.0845,0.1558,0.6443,Count >= 24,0.1717,17.17%,1.72,Moderate,23099.62,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_077.jpg,testing images\figures\crowd_077.jpg,1024x561,.jpg,YES,VERIFIED,350,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_145.mat),41,36,314,89.71%,1.0000,0.1029,0.1865,0.7452,Count >= 36,0.7439,74.39%,7.44,Overcrowded,16857.97,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_078.jpg,testing images\figures\crowd_078.jpg,1024x768,.jpg,YES,VERIFIED,777,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_144.mat),2,2,775,99.74%,1.0000,0.0026,0.0051,0.5004,Count >= 2,0.0026,0.26%,0.03,Undercrowded,21400.82,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_079.jpg,testing images\figures\crowd_079.jpg,1024x605,.jpg,YES,VERIFIED,1297,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_143.mat),46,43,1254,96.68%,1.0000,0.0332,0.0642,0.6478,Count >= 43,0.4074,40.74%,4.07,Moderate,16207.28,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_080.jpg,testing images\figures\crowd_080.jpg,670x455,.jpg,YES,VERIFIED,320,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_142.mat),68,65,255,79.69%,1.0000,0.2031,0.3377,0.5957,Count >= 65,0.6330,63.30%,6.33,Overcrowded,22025.27,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_081.jpg,testing images\figures\crowd_081.jpg,640x427,.jpg,YES,VERIFIED,502,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_141.mat),12,12,490,97.61%,1.0000,0.0239,0.0467,0.6998,Count >= 12,0.2333,23.33%,2.33,Moderate,21592.16,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_082.jpg,testing images\figures\crowd_082.jpg,1024x768,.jpg,YES,VERIFIED,357,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_140.mat),43,43,314,87.96%,1.0000,0.1204,0.2150,0.6631,Count >= 43,0.6831,68.31%,6.83,Overcrowded,21954.79,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_083.jpg,testing images\figures\crowd_083.jpg,1024x645,.jpg,YES,VERIFIED,378,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_14.mat),88,81,297,78.57%,1.0000,0.2143,0.3529,0.7326,Count >= 81,0.7923,79.23%,7.92,Overcrowded,16725.99,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_084.jpg,testing images\figures\crowd_084.jpg,545x370,.jpg,YES,VERIFIED,212,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_139.mat),13,13,199,93.87%,1.0000,0.0613,0.1156,0.5452,Count >= 13,0.1387,13.87%,1.39,Undercrowded,21332.40,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_085.jpg,testing images\figures\crowd_085.jpg,1024x652,.jpg,YES,VERIFIED,423,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_138.mat),19,19,404,95.51%,1.0000,0.0449,0.0860,0.7998,Count >= 19,0.3254,32.54%,3.25,Moderate,16480.94,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_086.jpg,testing images\figures\crowd_086.jpg,1024x585,.jpg,YES,VERIFIED,1357,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_137.mat),37,34,1323,97.49%,1.0000,0.0251,0.0489,0.6972,Count >= 34,0.4866,48.66%,4.87,Overcrowded,16370.93,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_087.jpg,testing images\figures\crowd_087.jpg,666x500,.jpg,YES,VERIFIED,701,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_136.mat),52,51,650,92.72%,1.0000,0.0728,0.1356,0.5936,Count >= 51,0.4019,40.19%,4.02,Moderate,22016.07,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_088.jpg,testing images\figures\crowd_088.jpg,420x182,.jpg,YES,VERIFIED,354,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_135.mat),0,0,354,100.00%,0.0000,0.0000,0.0000,1.0000,Count = 0,0.0000,0.00%,0.00,Undercrowded,10747.45,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_089.jpg,testing images\figures\crowd_089.jpg,1024x1024,.jpg,YES,VERIFIED,960,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_134.mat),113,110,850,88.54%,1.0000,0.1146,0.2056,0.6537,Count >= 110,0.5685,56.85%,5.68,Overcrowded,27696.50,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_090.jpg,testing images\figures\crowd_090.jpg,1024x683,.jpg,YES,VERIFIED,827,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_133.mat),148,147,680,82.22%,1.0000,0.1778,0.3018,0.5553,Count >= 147,0.4249,42.49%,4.25,Overcrowded,22333.30,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_091.jpg,testing images\figures\crowd_091.jpg,600x800,.jpg,YES,VERIFIED,200,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_132.mat),22,21,179,89.50%,1.0000,0.1050,0.1900,0.7168,Count >= 21,0.5828,58.28%,5.83,Overcrowded,21618.96,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_092.jpg,testing images\figures\crowd_092.jpg,390x498,.jpg,YES,VERIFIED,603,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_131.mat),8,8,595,98.67%,1.0000,0.0133,0.0262,0.5202,Count >= 8,0.0104,1.04%,0.10,Undercrowded,21304.00,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_093.jpg,testing images\figures\crowd_093.jpg,1024x680,.jpg,YES,VERIFIED,1177,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_130.mat),28,28,1149,97.62%,1.0000,0.0238,0.0465,0.6061,Count >= 28,0.1494,14.94%,1.49,Moderate,21839.16,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_094.jpg,testing images\figures\crowd_094.jpg,1024x747,.jpg,YES,VERIFIED,388,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_13.mat),42,41,347,89.43%,1.0000,0.1057,0.1911,0.7073,Count >= 41,0.6498,64.98%,6.50,Overcrowded,21627.19,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_095.jpg,testing images\figures\crowd_095.jpg,998x689,.jpg,YES,VERIFIED,256,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_129.mat),60,58,198,77.34%,1.0000,0.2266,0.3694,0.7014,Count >= 58,0.6707,67.07%,6.71,Overcrowded,21959.72,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_096.jpg,testing images\figures\crowd_096.jpg,1024x683,.jpg,YES,VERIFIED,1456,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_128.mat),17,17,1439,98.83%,1.0000,0.0117,0.0231,0.5283,Count >= 17,0.0466,4.66%,0.47,Undercrowded,21661.66,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_097.jpg,testing images\figures\crowd_097.jpg,400x300,.jpg,YES,VERIFIED,142,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_127.mat),17,16,126,88.73%,1.0000,0.1127,0.2025,0.5754,Count >= 16,0.3405,34.05%,3.41,Moderate,21761.54,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_098.jpg,testing images\figures\crowd_098.jpg,1024x576,.jpg,YES,VERIFIED,279,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_126.mat),19,16,263,94.27%,1.0000,0.0573,0.1085,0.7294,Count >= 16,0.7062,70.62%,7.06,Overcrowded,16496.70,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_099.jpg,testing images\figures\crowd_099.jpg,849x565,.jpg,YES,VERIFIED,66,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_125.mat),42,41,25,37.88%,1.0000,0.6212,0.7664,0.8015,Count >= 41,0.7112,71.12%,7.11,Overcrowded,22212.23,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_100.jpg,testing images\figures\crowd_100.jpg,1024x768,.jpg,YES,VERIFIED,752,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_124.mat),23,23,729,96.94%,1.0000,0.0306,0.0594,0.6160,Count >= 23,0.1255,12.55%,1.25,Undercrowded,22450.29,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_101.jpg,testing images\figures\crowd_101.jpg,1024x768,.jpg,YES,VERIFIED,36,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_213.mat),26,26,10,27.78%,1.0000,0.7222,0.8387,0.8252,Count >= 26,0.5221,52.21%,5.22,Overcrowded,22492.31,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_102.jpg,testing images\figures\crowd_102.jpg,1024x768,.jpg,YES,VERIFIED,111,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_212.mat),64,64,47,42.34%,1.0000,0.5766,0.7314,0.7385,Count >= 64,0.6567,65.67%,6.57,Overcrowded,22529.79,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_103.jpg,testing images\figures\crowd_103.jpg,1024x768,.jpg,YES,VERIFIED,34,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_211.mat),22,22,12,35.29%,1.0000,0.6471,0.7857,0.7945,Count >= 22,0.3702,37.02%,3.70,Moderate,22239.78,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_104.jpg,testing images\figures\crowd_104.jpg,1024x768,.jpg,YES,VERIFIED,165,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_210.mat),74,74,91,55.15%,1.0000,0.4485,0.6192,0.6971,Count >= 74,0.4032,40.32%,4.03,Overcrowded,22567.59,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_105.jpg,testing images\figures\crowd_105.jpg,1024x768,.jpg,YES,VERIFIED,152,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_21.mat),63,63,89,58.55%,1.0000,0.4145,0.5860,0.7272,Count >= 63,0.6970,69.70%,6.97,Overcrowded,22583.48,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_106.jpg,testing images\figures\crowd_106.jpg,1024x768,.jpg,YES,VERIFIED,74,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_209.mat),63,63,11,14.86%,1.0000,0.8514,0.9197,0.7271,Count >= 63,0.4465,44.65%,4.47,Overcrowded,22561.73,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_107.jpg,testing images\figures\crowd_107.jpg,1024x768,.jpg,YES,VERIFIED,168,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_208.mat),60,59,109,64.88%,1.0000,0.3512,0.5198,0.7121,Count >= 59,0.3718,37.18%,3.72,Moderate,22544.84,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_108.jpg,testing images\figures\crowd_108.jpg,1024x768,.jpg,YES,VERIFIED,188,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_207.mat),48,48,140,74.47%,1.0000,0.2553,0.4068,0.6884,Count >= 48,0.2876,28.76%,2.88,Moderate,22676.27,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_109.jpg,testing images\figures\crowd_109.jpg,1024x768,.jpg,YES,VERIFIED,47,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_206.mat),16,16,31,65.96%,1.0000,0.3404,0.5079,0.7864,Count >= 16,0.3612,36.12%,3.61,Moderate,22167.71,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_110.jpg,testing images\figures\crowd_110.jpg,1024x768,.jpg,YES,VERIFIED,103,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_205.mat),36,36,67,65.05%,1.0000,0.3495,0.5180,0.6792,Count >= 36,0.2181,21.81%,2.18,Moderate,22633.91,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_111.jpg,testing images\figures\crowd_111.jpg,1024x768,.jpg,YES,VERIFIED,95,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_204.mat),54,51,44,46.32%,1.0000,0.5368,0.6986,0.7488,Count >= 51,0.5498,54.98%,5.50,Overcrowded,22392.90,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_112.jpg,testing images\figures\crowd_112.jpg,1024x768,.jpg,YES,VERIFIED,344,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_203.mat),49,44,300,87.21%,1.0000,0.1279,0.2268,0.7361,Count >= 44,0.5623,56.23%,5.62,Overcrowded,22660.82,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_113.jpg,testing images\figures\crowd_113.jpg,1024x768,.jpg,YES,VERIFIED,167,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_202.mat),57,57,110,65.87%,1.0000,0.3413,0.5089,0.7368,Count >= 57,0.7702,77.02%,7.70,Overcrowded,22545.28,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_114.jpg,testing images\figures\crowd_114.jpg,1024x768,.jpg,YES,VERIFIED,30,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_201.mat),19,19,11,36.67%,1.0000,0.6333,0.7755,0.8015,Count >= 19,0.6835,68.35%,6.84,Overcrowded,22348.08,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_115.jpg,testing images\figures\crowd_115.jpg,1024x768,.jpg,YES,VERIFIED,299,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_200.mat),50,50,249,83.28%,1.0000,0.1672,0.2865,0.6636,Count >= 50,0.2431,24.31%,2.43,Moderate,22496.53,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_116.jpg,testing images\figures\crowd_116.jpg,1024x768,.jpg,YES,VERIFIED,90,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_20.mat),39,36,54,60.00%,1.0000,0.4000,0.5714,0.7279,Count >= 36,0.5790,57.90%,5.79,Overcrowded,22747.12,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_117.jpg,testing images\figures\crowd_117.jpg,1024x768,.jpg,YES,VERIFIED,153,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_2.mat),40,39,114,74.51%,1.0000,0.2549,0.4062,0.7529,Count >= 39,0.3355,33.55%,3.36,Moderate,22617.94,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_118.jpg,testing images\figures\crowd_118.jpg,1024x768,.jpg,YES,VERIFIED,120,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_199.mat),46,46,74,61.67%,1.0000,0.3833,0.5542,0.7548,Count >= 46,0.5899,58.99%,5.90,Overcrowded,22498.56,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_119.jpg,testing images\figures\crowd_119.jpg,1024x768,.jpg,YES,VERIFIED,121,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_198.mat),66,66,55,45.45%,1.0000,0.5455,0.7059,0.6204,Count >= 66,0.2025,20.25%,2.02,Moderate,22646.55,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_120.jpg,testing images\figures\crowd_120.jpg,1024x768,.jpg,YES,VERIFIED,292,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_197.mat),58,58,234,80.14%,1.0000,0.1986,0.3314,0.6659,Count >= 58,0.3452,34.52%,3.45,Moderate,22775.51,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_121.jpg,testing images\figures\crowd_121.jpg,1024x768,.jpg,YES,VERIFIED,33,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_196.mat),27,26,7,21.21%,1.0000,0.7879,0.8814,0.8223,Count = 26,0.4760,47.60%,4.76,Moderate,22565.77,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_122.jpg,testing images\figures\crowd_122.jpg,1024x768,.jpg,YES,VERIFIED,29,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_195.mat),21,21,8,27.59%,1.0000,0.7241,0.8400,0.8114,Count >= 21,0.6611,66.11%,6.61,Overcrowded,22542.19,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_123.jpg,testing images\figures\crowd_123.jpg,1024x768,.jpg,YES,VERIFIED,412,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_194.mat),39,39,373,90.53%,1.0000,0.0947,0.1729,0.7415,Count >= 39,0.4019,40.19%,4.02,Moderate,22676.59,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_124.jpg,testing images\figures\crowd_124.jpg,1024x768,.jpg,YES,VERIFIED,220,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_193.mat),66,66,154,70.00%,1.0000,0.3000,0.4615,0.6677,Count >= 66,0.3042,30.42%,3.04,Moderate,23144.58,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_125.jpg,testing images\figures\crowd_125.jpg,1024x768,.jpg,YES,VERIFIED,64,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_192.mat),67,66,2,3.12%,0.9697,1.0000,0.9846,0.7832,Count >= 66,0.6086,60.86%,6.09,Overcrowded,22698.36,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_126.jpg,testing images\figures\crowd_126.jpg,1024x768,.jpg,YES,VERIFIED,575,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_191.mat),57,56,519,90.26%,1.0000,0.0974,0.1775,0.7493,Count >= 56,0.6508,65.08%,6.51,Overcrowded,23301.09,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_127.jpg,testing images\figures\crowd_127.jpg,1024x768,.jpg,YES,VERIFIED,147,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_190.mat),66,65,82,55.78%,1.0000,0.4422,0.6132,0.7392,Count >= 65,0.7664,76.64%,7.66,Overcrowded,22921.61,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_128.jpg,testing images\figures\crowd_128.jpg,1024x768,.jpg,YES,VERIFIED,43,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_19.mat),40,40,3,6.98%,1.0000,0.9302,0.9639,0.7915,Count >= 40,0.5964,59.64%,5.96,Overcrowded,22653.17,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_129.jpg,testing images\figures\crowd_129.jpg,1024x768,.jpg,YES,VERIFIED,90,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_189.mat),51,50,40,44.44%,1.0000,0.5556,0.7143,0.7647,Count >= 50,0.5749,57.49%,5.75,Overcrowded,22942.15,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_130.jpg,testing images\figures\crowd_130.jpg,1024x768,.jpg,YES,VERIFIED,344,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_188.mat),66,65,279,81.10%,1.0000,0.1890,0.3178,0.7146,Count >= 65,0.6012,60.12%,6.01,Overcrowded,22892.48,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
crowd_131.jpg,testing images\figures\crowd_131.jpg,1024x768,.jpg,YES,VERIFIED,125,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_187.mat),64,64,61,48.80%,1.0000,0.5120,0.6772,0.6922,Count >= 64,0.4395,43.95%,4.40,Overcrowded,25895.93,SUCCESS,"Evaluated with YOLOv8s ONNX, conf=0.25, 640x640 tiled (overlap 128)"
