Our_Filename,Original_Dataset,Original_Split,Original_Filename,Ground_Truth_Annotation,Ground_Truth_Count,Image_Width,Image_Height,Image_Match_Method,Annotation_Match_Method,Verification_Status,Notes
crowd_001.jpg,ShanghaiTech Part A,train,IMG_213.jpg,GT_IMG_213.mat,249,1000,749,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_124.jpg,ShanghaiTech Part B,train,IMG_193.jpg,GT_IMG_193.mat,220,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_125.jpg,ShanghaiTech Part B,train,IMG_192.jpg,GT_IMG_192.mat,64,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_126.jpg,ShanghaiTech Part B,train,IMG_191.jpg,GT_IMG_191.mat,575,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_127.jpg,ShanghaiTech Part B,train,IMG_190.jpg,GT_IMG_190.mat,147,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_128.jpg,ShanghaiTech Part B,train,IMG_19.jpg,GT_IMG_19.mat,43,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_129.jpg,ShanghaiTech Part B,train,IMG_189.jpg,GT_IMG_189.mat,90,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_130.jpg,ShanghaiTech Part B,train,IMG_188.jpg,GT_IMG_188.mat,344,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_131.jpg,ShanghaiTech Part B,train,IMG_187.jpg,GT_IMG_187.mat,125,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_132.jpg,ShanghaiTech Part B,train,IMG_186.jpg,GT_IMG_186.mat,208,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_133.jpg,ShanghaiTech Part B,train,IMG_185.jpg,GT_IMG_185.mat,136,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_134.jpg,ShanghaiTech Part B,train,IMG_184.jpg,GT_IMG_184.mat,81,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_135.jpg,ShanghaiTech Part B,train,IMG_183.jpg,GT_IMG_183.mat,116,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_136.jpg,ShanghaiTech Part B,train,IMG_182.jpg,GT_IMG_182.mat,106,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_137.jpg,ShanghaiTech Part B,train,IMG_181.jpg,GT_IMG_181.mat,108,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_138.jpg,ShanghaiTech Part B,train,IMG_180.jpg,GT_IMG_180.mat,65,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_139.jpg,ShanghaiTech Part B,train,IMG_18.jpg,GT_IMG_18.mat,178,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_140.jpg,ShanghaiTech Part B,train,IMG_179.jpg,GT_IMG_179.mat,45,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_141.jpg,ShanghaiTech Part B,train,IMG_178.jpg,GT_IMG_178.mat,61,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_142.jpg,ShanghaiTech Part B,train,IMG_177.jpg,GT_IMG_177.mat,96,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_143.jpg,ShanghaiTech Part B,train,IMG_176.jpg,GT_IMG_176.mat,281,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_144.jpg,ShanghaiTech Part B,train,IMG_175.jpg,GT_IMG_175.mat,380,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_145.jpg,ShanghaiTech Part B,train,IMG_174.jpg,GT_IMG_174.mat,174,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_146.jpg,ShanghaiTech Part B,train,IMG_173.jpg,GT_IMG_173.mat,42,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_147.jpg,ShanghaiTech Part B,train,IMG_172.jpg,GT_IMG_172.mat,143,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_148.jpg,ShanghaiTech Part B,train,IMG_171.jpg,GT_IMG_171.mat,15,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_149.jpg,ShanghaiTech Part B,train,IMG_170.jpg,GT_IMG_170.mat,150,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_150.jpg,ShanghaiTech Part B,train,IMG_17.jpg,GT_IMG_17.mat,49,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_151.jpg,ShanghaiTech Part B,train,IMG_169.jpg,GT_IMG_169.mat,109,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_152.jpg,ShanghaiTech Part B,train,IMG_168.jpg,GT_IMG_168.mat,243,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_153.jpg,ShanghaiTech Part B,train,IMG_167.jpg,GT_IMG_167.mat,205,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_154.jpg,ShanghaiTech Part B,train,IMG_166.jpg,GT_IMG_166.mat,103,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_155.jpg,ShanghaiTech Part B,train,IMG_165.jpg,GT_IMG_165.mat,27,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_156.jpg,ShanghaiTech Part B,train,IMG_164.jpg,GT_IMG_164.mat,122,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_157.jpg,ShanghaiTech Part B,train,IMG_163.jpg,GT_IMG_163.mat,166,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_158.jpg,ShanghaiTech Part B,train,IMG_162.jpg,GT_IMG_162.mat,301,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_159.jpg,ShanghaiTech Part B,train,IMG_161.jpg,GT_IMG_161.mat,49,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_160.jpg,ShanghaiTech Part B,train,IMG_160.jpg,GT_IMG_160.mat,153,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_161.jpg,ShanghaiTech Part B,train,IMG_16.jpg,GT_IMG_16.mat,42,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_162.jpg,ShanghaiTech Part B,train,IMG_159.jpg,GT_IMG_159.mat,136,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_163.jpg,ShanghaiTech Part B,train,IMG_158.jpg,GT_IMG_158.mat,12,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_164.jpg,ShanghaiTech Part B,train,IMG_157.jpg,GT_IMG_157.mat,261,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_165.jpg,ShanghaiTech Part B,train,IMG_156.jpg,GT_IMG_156.mat,87,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_166.jpg,ShanghaiTech Part B,train,IMG_155.jpg,GT_IMG_155.mat,148,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_167.jpg,ShanghaiTech Part B,train,IMG_154.jpg,GT_IMG_154.mat,415,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_168.jpg,ShanghaiTech Part B,train,IMG_153.jpg,GT_IMG_153.mat,27,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_169.jpg,ShanghaiTech Part B,train,IMG_152.jpg,GT_IMG_152.mat,41,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_170.jpg,ShanghaiTech Part B,train,IMG_151.jpg,GT_IMG_151.mat,161,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_171.jpg,ShanghaiTech Part B,train,IMG_150.jpg,GT_IMG_150.mat,102,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_172.jpg,ShanghaiTech Part B,train,IMG_15.jpg,GT_IMG_15.mat,239,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_173.jpg,ShanghaiTech Part B,train,IMG_149.jpg,GT_IMG_149.mat,111,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_174.jpg,ShanghaiTech Part B,train,IMG_148.jpg,GT_IMG_148.mat,282,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_175.jpg,ShanghaiTech Part B,train,IMG_147.jpg,GT_IMG_147.mat,318,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_176.jpg,ShanghaiTech Part B,train,IMG_146.jpg,GT_IMG_146.mat,97,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_177.jpg,ShanghaiTech Part B,train,IMG_145.jpg,GT_IMG_145.mat,188,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_178.jpg,ShanghaiTech Part B,train,IMG_144.jpg,GT_IMG_144.mat,26,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_179.jpg,ShanghaiTech Part B,train,IMG_143.jpg,GT_IMG_143.mat,31,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_180.jpg,ShanghaiTech Part B,train,IMG_142.jpg,GT_IMG_142.mat,146,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_181.jpg,ShanghaiTech Part B,train,IMG_141.jpg,GT_IMG_141.mat,151,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_182.jpg,ShanghaiTech Part B,train,IMG_140.jpg,GT_IMG_140.mat,165,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_183.jpg,ShanghaiTech Part B,train,IMG_14.jpg,GT_IMG_14.mat,50,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_184.jpg,ShanghaiTech Part B,train,IMG_139.jpg,GT_IMG_139.mat,58,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_185.jpg,ShanghaiTech Part B,train,IMG_138.jpg,GT_IMG_138.mat,104,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_186.jpg,ShanghaiTech Part B,train,IMG_137.jpg,GT_IMG_137.mat,229,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_187.jpg,ShanghaiTech Part B,train,IMG_136.jpg,GT_IMG_136.mat,174,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_188.jpg,ShanghaiTech Part B,train,IMG_135.jpg,GT_IMG_135.mat,42,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_189.jpg,ShanghaiTech Part B,train,IMG_134.jpg,GT_IMG_134.mat,152,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_190.jpg,ShanghaiTech Part B,train,IMG_133.jpg,GT_IMG_133.mat,253,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_191.jpg,ShanghaiTech Part B,train,IMG_132.jpg,GT_IMG_132.mat,118,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_192.jpg,ShanghaiTech Part B,train,IMG_131.jpg,GT_IMG_131.mat,222,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_193.jpg,ShanghaiTech Part B,train,IMG_130.jpg,GT_IMG_130.mat,50,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_194.jpg,ShanghaiTech Part B,train,IMG_13.jpg,GT_IMG_13.mat,118,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_195.jpg,ShanghaiTech Part B,train,IMG_129.jpg,GT_IMG_129.mat,146,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_196.jpg,ShanghaiTech Part B,train,IMG_128.jpg,GT_IMG_128.mat,41,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_197.jpg,ShanghaiTech Part B,train,IMG_127.jpg,GT_IMG_127.mat,53,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_198.jpg,ShanghaiTech Part B,train,IMG_126.jpg,GT_IMG_126.mat,107,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_199.jpg,ShanghaiTech Part B,train,IMG_125.jpg,GT_IMG_125.mat,28,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_200.jpg,ShanghaiTech Part B,train,IMG_124.jpg,GT_IMG_124.mat,267,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
