Filename,Dataset,Dataset_ID,Annotation_File,Annotation_Type,Ground_Truth_Count,Ground_Truth_Source,Match_Status
crowd_097.jpg,ShanghaiTech Part A,ShanghaiTech Part A (train/IMG_127.jpg),GT_IMG_127.mat,2D Head Center Point Annotations (MATLAB .mat),142,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_127.mat),VERIFIED_GROUND_TRUTH
crowd_098.jpg,ShanghaiTech Part A,ShanghaiTech Part A (train/IMG_126.jpg),GT_IMG_126.mat,2D Head Center Point Annotations (MATLAB .mat),279,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_126.mat),VERIFIED_GROUND_TRUTH
crowd_099.jpg,ShanghaiTech Part A,ShanghaiTech Part A (train/IMG_125.jpg),GT_IMG_125.mat,2D Head Center Point Annotations (MATLAB .mat),66,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_125.mat),VERIFIED_GROUND_TRUTH
crowd_100.jpg,ShanghaiTech Part A,ShanghaiTech Part A (train/IMG_124.jpg),GT_IMG_124.mat,2D Head Center Point Annotations (MATLAB .mat),752,Official ShanghaiTech ShanghaiTech Part A (train/GT_IMG_124.mat),VERIFIED_GROUND_TRUTH
crowd_101.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_213.jpg),GT_IMG_213.mat,2D Head Center Point Annotations (MATLAB .mat),36,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_213.mat),VERIFIED_GROUND_TRUTH
crowd_102.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_212.jpg),GT_IMG_212.mat,2D Head Center Point Annotations (MATLAB .mat),111,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_212.mat),VERIFIED_GROUND_TRUTH
crowd_103.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_211.jpg),GT_IMG_211.mat,2D Head Center Point Annotations (MATLAB .mat),34,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_211.mat),VERIFIED_GROUND_TRUTH
crowd_104.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_210.jpg),GT_IMG_210.mat,2D Head Center Point Annotations (MATLAB .mat),165,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_210.mat),VERIFIED_GROUND_TRUTH
crowd_105.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_21.jpg),GT_IMG_21.mat,2D Head Center Point Annotations (MATLAB .mat),152,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_21.mat),VERIFIED_GROUND_TRUTH
crowd_106.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_209.jpg),GT_IMG_209.mat,2D Head Center Point Annotations (MATLAB .mat),74,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_209.mat),VERIFIED_GROUND_TRUTH
crowd_107.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_208.jpg),GT_IMG_208.mat,2D Head Center Point Annotations (MATLAB .mat),168,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_208.mat),VERIFIED_GROUND_TRUTH
crowd_108.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_207.jpg),GT_IMG_207.mat,2D Head Center Point Annotations (MATLAB .mat),188,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_207.mat),VERIFIED_GROUND_TRUTH
crowd_109.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_206.jpg),GT_IMG_206.mat,2D Head Center Point Annotations (MATLAB .mat),47,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_206.mat),VERIFIED_GROUND_TRUTH
crowd_110.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_205.jpg),GT_IMG_205.mat,2D Head Center Point Annotations (MATLAB .mat),103,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_205.mat),VERIFIED_GROUND_TRUTH
crowd_111.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_204.jpg),GT_IMG_204.mat,2D Head Center Point Annotations (MATLAB .mat),95,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_204.mat),VERIFIED_GROUND_TRUTH
crowd_112.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_203.jpg),GT_IMG_203.mat,2D Head Center Point Annotations (MATLAB .mat),344,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_203.mat),VERIFIED_GROUND_TRUTH
crowd_113.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_202.jpg),GT_IMG_202.mat,2D Head Center Point Annotations (MATLAB .mat),167,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_202.mat),VERIFIED_GROUND_TRUTH
crowd_114.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_201.jpg),GT_IMG_201.mat,2D Head Center Point Annotations (MATLAB .mat),30,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_201.mat),VERIFIED_GROUND_TRUTH
crowd_115.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_200.jpg),GT_IMG_200.mat,2D Head Center Point Annotations (MATLAB .mat),299,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_200.mat),VERIFIED_GROUND_TRUTH
crowd_116.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_20.jpg),GT_IMG_20.mat,2D Head Center Point Annotations (MATLAB .mat),90,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_20.mat),VERIFIED_GROUND_TRUTH
crowd_117.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_2.jpg),GT_IMG_2.mat,2D Head Center Point Annotations (MATLAB .mat),153,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_2.mat),VERIFIED_GROUND_TRUTH
crowd_118.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_199.jpg),GT_IMG_199.mat,2D Head Center Point Annotations (MATLAB .mat),120,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_199.mat),VERIFIED_GROUND_TRUTH
crowd_119.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_198.jpg),GT_IMG_198.mat,2D Head Center Point Annotations (MATLAB .mat),121,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_198.mat),VERIFIED_GROUND_TRUTH
crowd_120.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_197.jpg),GT_IMG_197.mat,2D Head Center Point Annotations (MATLAB .mat),292,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_197.mat),VERIFIED_GROUND_TRUTH
crowd_121.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_196.jpg),GT_IMG_196.mat,2D Head Center Point Annotations (MATLAB .mat),33,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_196.mat),VERIFIED_GROUND_TRUTH
crowd_122.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_195.jpg),GT_IMG_195.mat,2D Head Center Point Annotations (MATLAB .mat),29,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_195.mat),VERIFIED_GROUND_TRUTH
crowd_123.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_194.jpg),GT_IMG_194.mat,2D Head Center Point Annotations (MATLAB .mat),412,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_194.mat),VERIFIED_GROUND_TRUTH
crowd_124.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_193.jpg),GT_IMG_193.mat,2D Head Center Point Annotations (MATLAB .mat),220,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_193.mat),VERIFIED_GROUND_TRUTH
crowd_125.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_192.jpg),GT_IMG_192.mat,2D Head Center Point Annotations (MATLAB .mat),64,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_192.mat),VERIFIED_GROUND_TRUTH
crowd_126.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_191.jpg),GT_IMG_191.mat,2D Head Center Point Annotations (MATLAB .mat),575,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_191.mat),VERIFIED_GROUND_TRUTH
crowd_127.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_190.jpg),GT_IMG_190.mat,2D Head Center Point Annotations (MATLAB .mat),147,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_190.mat),VERIFIED_GROUND_TRUTH
crowd_128.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_19.jpg),GT_IMG_19.mat,2D Head Center Point Annotations (MATLAB .mat),43,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_19.mat),VERIFIED_GROUND_TRUTH
crowd_129.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_189.jpg),GT_IMG_189.mat,2D Head Center Point Annotations (MATLAB .mat),90,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_189.mat),VERIFIED_GROUND_TRUTH
crowd_130.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_188.jpg),GT_IMG_188.mat,2D Head Center Point Annotations (MATLAB .mat),344,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_188.mat),VERIFIED_GROUND_TRUTH
crowd_131.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_187.jpg),GT_IMG_187.mat,2D Head Center Point Annotations (MATLAB .mat),125,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_187.mat),VERIFIED_GROUND_TRUTH
crowd_132.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_186.jpg),GT_IMG_186.mat,2D Head Center Point Annotations (MATLAB .mat),208,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_186.mat),VERIFIED_GROUND_TRUTH
crowd_133.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_185.jpg),GT_IMG_185.mat,2D Head Center Point Annotations (MATLAB .mat),136,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_185.mat),VERIFIED_GROUND_TRUTH
crowd_134.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_184.jpg),GT_IMG_184.mat,2D Head Center Point Annotations (MATLAB .mat),81,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_184.mat),VERIFIED_GROUND_TRUTH
crowd_135.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_183.jpg),GT_IMG_183.mat,2D Head Center Point Annotations (MATLAB .mat),116,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_183.mat),VERIFIED_GROUND_TRUTH
crowd_136.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_182.jpg),GT_IMG_182.mat,2D Head Center Point Annotations (MATLAB .mat),106,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_182.mat),VERIFIED_GROUND_TRUTH
crowd_137.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_181.jpg),GT_IMG_181.mat,2D Head Center Point Annotations (MATLAB .mat),108,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_181.mat),VERIFIED_GROUND_TRUTH
crowd_138.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_180.jpg),GT_IMG_180.mat,2D Head Center Point Annotations (MATLAB .mat),65,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_180.mat),VERIFIED_GROUND_TRUTH
crowd_139.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_18.jpg),GT_IMG_18.mat,2D Head Center Point Annotations (MATLAB .mat),178,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_18.mat),VERIFIED_GROUND_TRUTH
crowd_140.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_179.jpg),GT_IMG_179.mat,2D Head Center Point Annotations (MATLAB .mat),45,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_179.mat),VERIFIED_GROUND_TRUTH
crowd_141.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_178.jpg),GT_IMG_178.mat,2D Head Center Point Annotations (MATLAB .mat),61,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_178.mat),VERIFIED_GROUND_TRUTH
crowd_142.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_177.jpg),GT_IMG_177.mat,2D Head Center Point Annotations (MATLAB .mat),96,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_177.mat),VERIFIED_GROUND_TRUTH
crowd_143.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_176.jpg),GT_IMG_176.mat,2D Head Center Point Annotations (MATLAB .mat),281,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_176.mat),VERIFIED_GROUND_TRUTH
crowd_144.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_175.jpg),GT_IMG_175.mat,2D Head Center Point Annotations (MATLAB .mat),380,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_175.mat),VERIFIED_GROUND_TRUTH
crowd_145.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_174.jpg),GT_IMG_174.mat,2D Head Center Point Annotations (MATLAB .mat),174,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_174.mat),VERIFIED_GROUND_TRUTH
crowd_146.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_173.jpg),GT_IMG_173.mat,2D Head Center Point Annotations (MATLAB .mat),42,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_173.mat),VERIFIED_GROUND_TRUTH
crowd_147.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_172.jpg),GT_IMG_172.mat,2D Head Center Point Annotations (MATLAB .mat),143,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_172.mat),VERIFIED_GROUND_TRUTH
crowd_148.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_171.jpg),GT_IMG_171.mat,2D Head Center Point Annotations (MATLAB .mat),15,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_171.mat),VERIFIED_GROUND_TRUTH
crowd_149.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_170.jpg),GT_IMG_170.mat,2D Head Center Point Annotations (MATLAB .mat),150,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_170.mat),VERIFIED_GROUND_TRUTH
crowd_150.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_17.jpg),GT_IMG_17.mat,2D Head Center Point Annotations (MATLAB .mat),49,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_17.mat),VERIFIED_GROUND_TRUTH
crowd_151.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_169.jpg),GT_IMG_169.mat,2D Head Center Point Annotations (MATLAB .mat),109,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_169.mat),VERIFIED_GROUND_TRUTH
crowd_152.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_168.jpg),GT_IMG_168.mat,2D Head Center Point Annotations (MATLAB .mat),243,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_168.mat),VERIFIED_GROUND_TRUTH
crowd_153.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_167.jpg),GT_IMG_167.mat,2D Head Center Point Annotations (MATLAB .mat),205,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_167.mat),VERIFIED_GROUND_TRUTH
crowd_154.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_166.jpg),GT_IMG_166.mat,2D Head Center Point Annotations (MATLAB .mat),103,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_166.mat),VERIFIED_GROUND_TRUTH
crowd_155.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_165.jpg),GT_IMG_165.mat,2D Head Center Point Annotations (MATLAB .mat),27,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_165.mat),VERIFIED_GROUND_TRUTH
crowd_156.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_164.jpg),GT_IMG_164.mat,2D Head Center Point Annotations (MATLAB .mat),122,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_164.mat),VERIFIED_GROUND_TRUTH
crowd_157.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_163.jpg),GT_IMG_163.mat,2D Head Center Point Annotations (MATLAB .mat),166,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_163.mat),VERIFIED_GROUND_TRUTH
crowd_158.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_162.jpg),GT_IMG_162.mat,2D Head Center Point Annotations (MATLAB .mat),301,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_162.mat),VERIFIED_GROUND_TRUTH
crowd_159.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_161.jpg),GT_IMG_161.mat,2D Head Center Point Annotations (MATLAB .mat),49,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_161.mat),VERIFIED_GROUND_TRUTH
crowd_160.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_160.jpg),GT_IMG_160.mat,2D Head Center Point Annotations (MATLAB .mat),153,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_160.mat),VERIFIED_GROUND_TRUTH
crowd_161.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_16.jpg),GT_IMG_16.mat,2D Head Center Point Annotations (MATLAB .mat),42,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_16.mat),VERIFIED_GROUND_TRUTH
crowd_162.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_159.jpg),GT_IMG_159.mat,2D Head Center Point Annotations (MATLAB .mat),136,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_159.mat),VERIFIED_GROUND_TRUTH
crowd_163.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_158.jpg),GT_IMG_158.mat,2D Head Center Point Annotations (MATLAB .mat),12,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_158.mat),VERIFIED_GROUND_TRUTH
crowd_164.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_157.jpg),GT_IMG_157.mat,2D Head Center Point Annotations (MATLAB .mat),261,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_157.mat),VERIFIED_GROUND_TRUTH
crowd_165.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_156.jpg),GT_IMG_156.mat,2D Head Center Point Annotations (MATLAB .mat),87,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_156.mat),VERIFIED_GROUND_TRUTH
crowd_166.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_155.jpg),GT_IMG_155.mat,2D Head Center Point Annotations (MATLAB .mat),148,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_155.mat),VERIFIED_GROUND_TRUTH
crowd_167.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_154.jpg),GT_IMG_154.mat,2D Head Center Point Annotations (MATLAB .mat),415,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_154.mat),VERIFIED_GROUND_TRUTH
crowd_168.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_153.jpg),GT_IMG_153.mat,2D Head Center Point Annotations (MATLAB .mat),27,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_153.mat),VERIFIED_GROUND_TRUTH
crowd_169.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_152.jpg),GT_IMG_152.mat,2D Head Center Point Annotations (MATLAB .mat),41,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_152.mat),VERIFIED_GROUND_TRUTH
crowd_170.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_151.jpg),GT_IMG_151.mat,2D Head Center Point Annotations (MATLAB .mat),161,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_151.mat),VERIFIED_GROUND_TRUTH
crowd_171.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_150.jpg),GT_IMG_150.mat,2D Head Center Point Annotations (MATLAB .mat),102,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_150.mat),VERIFIED_GROUND_TRUTH
crowd_172.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_15.jpg),GT_IMG_15.mat,2D Head Center Point Annotations (MATLAB .mat),239,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_15.mat),VERIFIED_GROUND_TRUTH
crowd_173.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_149.jpg),GT_IMG_149.mat,2D Head Center Point Annotations (MATLAB .mat),111,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_149.mat),VERIFIED_GROUND_TRUTH
crowd_174.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_148.jpg),GT_IMG_148.mat,2D Head Center Point Annotations (MATLAB .mat),282,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_148.mat),VERIFIED_GROUND_TRUTH
crowd_175.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_147.jpg),GT_IMG_147.mat,2D Head Center Point Annotations (MATLAB .mat),318,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_147.mat),VERIFIED_GROUND_TRUTH
crowd_176.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_146.jpg),GT_IMG_146.mat,2D Head Center Point Annotations (MATLAB .mat),97,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_146.mat),VERIFIED_GROUND_TRUTH
crowd_177.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_145.jpg),GT_IMG_145.mat,2D Head Center Point Annotations (MATLAB .mat),188,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_145.mat),VERIFIED_GROUND_TRUTH
crowd_178.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_144.jpg),GT_IMG_144.mat,2D Head Center Point Annotations (MATLAB .mat),26,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_144.mat),VERIFIED_GROUND_TRUTH
crowd_179.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_143.jpg),GT_IMG_143.mat,2D Head Center Point Annotations (MATLAB .mat),31,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_143.mat),VERIFIED_GROUND_TRUTH
crowd_180.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_142.jpg),GT_IMG_142.mat,2D Head Center Point Annotations (MATLAB .mat),146,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_142.mat),VERIFIED_GROUND_TRUTH
crowd_181.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_141.jpg),GT_IMG_141.mat,2D Head Center Point Annotations (MATLAB .mat),151,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_141.mat),VERIFIED_GROUND_TRUTH
crowd_182.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_140.jpg),GT_IMG_140.mat,2D Head Center Point Annotations (MATLAB .mat),165,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_140.mat),VERIFIED_GROUND_TRUTH
crowd_183.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_14.jpg),GT_IMG_14.mat,2D Head Center Point Annotations (MATLAB .mat),50,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_14.mat),VERIFIED_GROUND_TRUTH
crowd_184.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_139.jpg),GT_IMG_139.mat,2D Head Center Point Annotations (MATLAB .mat),58,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_139.mat),VERIFIED_GROUND_TRUTH
crowd_185.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_138.jpg),GT_IMG_138.mat,2D Head Center Point Annotations (MATLAB .mat),104,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_138.mat),VERIFIED_GROUND_TRUTH
crowd_186.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_137.jpg),GT_IMG_137.mat,2D Head Center Point Annotations (MATLAB .mat),229,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_137.mat),VERIFIED_GROUND_TRUTH
crowd_187.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_136.jpg),GT_IMG_136.mat,2D Head Center Point Annotations (MATLAB .mat),174,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_136.mat),VERIFIED_GROUND_TRUTH
crowd_188.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_135.jpg),GT_IMG_135.mat,2D Head Center Point Annotations (MATLAB .mat),42,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_135.mat),VERIFIED_GROUND_TRUTH
crowd_189.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_134.jpg),GT_IMG_134.mat,2D Head Center Point Annotations (MATLAB .mat),152,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_134.mat),VERIFIED_GROUND_TRUTH
crowd_190.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_133.jpg),GT_IMG_133.mat,2D Head Center Point Annotations (MATLAB .mat),253,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_133.mat),VERIFIED_GROUND_TRUTH
crowd_191.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_132.jpg),GT_IMG_132.mat,2D Head Center Point Annotations (MATLAB .mat),118,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_132.mat),VERIFIED_GROUND_TRUTH
crowd_192.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_131.jpg),GT_IMG_131.mat,2D Head Center Point Annotations (MATLAB .mat),222,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_131.mat),VERIFIED_GROUND_TRUTH
crowd_193.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_130.jpg),GT_IMG_130.mat,2D Head Center Point Annotations (MATLAB .mat),50,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_130.mat),VERIFIED_GROUND_TRUTH
crowd_194.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_13.jpg),GT_IMG_13.mat,2D Head Center Point Annotations (MATLAB .mat),118,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_13.mat),VERIFIED_GROUND_TRUTH
crowd_195.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_129.jpg),GT_IMG_129.mat,2D Head Center Point Annotations (MATLAB .mat),146,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_129.mat),VERIFIED_GROUND_TRUTH
crowd_196.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_128.jpg),GT_IMG_128.mat,2D Head Center Point Annotations (MATLAB .mat),41,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_128.mat),VERIFIED_GROUND_TRUTH
crowd_197.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_127.jpg),GT_IMG_127.mat,2D Head Center Point Annotations (MATLAB .mat),53,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_127.mat),VERIFIED_GROUND_TRUTH
crowd_198.jpg,ShanghaiTech Part B,ShanghaiTech Part B (train/IMG_126.jpg),GT_IMG_126.mat,2D Head Center Point Annotations (MATLAB .mat),107,Official ShanghaiTech ShanghaiTech Part B (train/GT_IMG_126.mat),VERIFIED_GROUND_TRUTH
